"시점","상품군별(1)",인터넷쇼핑,모바일쇼핑
"2017.01","합계",3390183,3920295
"2017.01","컴퓨터 및 주변기기",288391,133993
"2017.01","가전·전자·통신기기",307496,294626
"2017.01","서적",103851,47379
"2017.01","사무·문구",37233,15959
"2017.01","의복",397422,467093
"2017.01","신발",42529,61269
"2017.01","가방",43978,99665
"2017.01","패션용품 및 액세서리",56669,86770
"2017.01","스포츠·레저용품",104489,96891
"2017.01","화장품",273399,380746
"2017.01","아동·유아용품",76647,183143
"2017.01","음·식료품",281528,394322
"2017.01","농축수산물",116799,142230
"2017.01","생활용품",245410,346900
"2017.01","자동차 및 자동차용품",34744,45400
"2017.01","가구",83204,105397
"2017.01","애완용품",22849,30247
"2017.01","여행 및 교통서비스",603688,611775
"2017.01","문화 및 레저서비스",94242,70012
"2017.01","이쿠폰서비스",14216,74432
"2017.01","음식서비스",32810,150546
"2017.01","기타서비스",41810,23788
"2017.01","기타",86780,57713
"2017.02","합계",3298823,3850025
"2017.02","컴퓨터 및 주변기기",329143,146200
"2017.02","가전·전자·통신기기",328088,298786
"2017.02","서적",106649,47680
"2017.02","사무·문구",41550,18854
"2017.02","의복",382105,445567
"2017.02","신발",44976,73655
"2017.02","가방",53127,110077
"2017.02","패션용품 및 액세서리",58915,87970
"2017.02","스포츠·레저용품",106163,100947
"2017.02","화장품",300678,428550
"2017.02","아동·유아용품",81434,180770
"2017.02","음·식료품",223285,349797
"2017.02","농축수산물",66964,100582
"2017.02","생활용품",252296,354823
"2017.02","자동차 및 자동차용품",33549,43128
"2017.02","가구",96989,122186
"2017.02","애완용품",24296,37709
"2017.02","여행 및 교통서비스",552472,557968
"2017.02","문화 및 레저서비스",72901,50991
"2017.02","이쿠폰서비스",11707,69089
"2017.02","음식서비스",28759,145165
"2017.02","기타서비스",22608,18125
"2017.02","기타",80170,61409
"2017.03","합계",3585449,4161562
"2017.03","컴퓨터 및 주변기기",322089,151262
"2017.03","가전·전자·통신기기",349185,318541
"2017.03","서적",126052,59519
"2017.03","사무·문구",45751,24255
"2017.03","의복",478990,563752
"2017.03","신발",55799,97495
"2017.03","가방",54028,114633
"2017.03","패션용품 및 액세서리",63045,102632
"2017.03","스포츠·레저용품",128706,128655
"2017.03","화장품",353850,361445
"2017.03","아동·유아용품",95343,204856
"2017.03","음·식료품",249069,392601
"2017.03","농축수산물",72315,121835
"2017.03","생활용품",266119,353374
"2017.03","자동차 및 자동차용품",37139,44158
"2017.03","가구",102935,137752
"2017.03","애완용품",25187,40078
"2017.03","여행 및 교통서비스",510654,561942
"2017.03","문화 및 레저서비스",88936,49197
"2017.03","이쿠폰서비스",12277,77872
"2017.03","음식서비스",30493,161602
"2017.03","기타서비스",19826,16120
"2017.03","기타",97661,77987
"2017.04","합계",3304819,4075976
"2017.04","컴퓨터 및 주변기기",251604,116675
"2017.04","가전·전자·통신기기",366894,349814
"2017.04","서적",82291,40127
"2017.04","사무·문구",41721,20233
"2017.04","의복",441022,531625
"2017.04","신발",54249,97379
"2017.04","가방",47250,112149
"2017.04","패션용품 및 액세서리",59952,105230
"2017.04","스포츠·레저용품",135380,147775
"2017.04","화장품",251566,331769
"2017.04","아동·유아용품",90564,203032
"2017.04","음·식료품",266606,386307
"2017.04","농축수산물",65812,110327
"2017.04","생활용품",246729,328595
"2017.04","자동차 및 자동차용품",35727,44786
"2017.04","가구",88744,117279
"2017.04","애완용품",23609,35774
"2017.04","여행 및 교통서비스",534384,600457
"2017.04","문화 및 레저서비스",66084,53515
"2017.04","이쿠폰서비스",12206,72727
"2017.04","음식서비스",30273,166271
"2017.04","기타서비스",21513,31704
"2017.04","기타",90639,72425
"2017.05","합계",3359693,4262026
"2017.05","컴퓨터 및 주변기기",241871,109053
"2017.05","가전·전자·통신기기",417717,443900
"2017.05","서적",78606,35774
"2017.05","사무·문구",39428,17810
"2017.05","의복",439084,539150
"2017.05","신발",55797,104765
"2017.05","가방",45044,107327
"2017.05","패션용품 및 액세서리",61938,106764
"2017.05","스포츠·레저용품",138288,154683
"2017.05","화장품",262428,360424
"2017.05","아동·유아용품",76554,198011
"2017.05","음·식료품",239172,394181
"2017.05","농축수산물",63704,112058
"2017.05","생활용품",247892,352665
"2017.05","자동차 및 자동차용품",38442,48770
"2017.05","가구",83217,118222
"2017.05","애완용품",22937,33175
"2017.05","여행 및 교통서비스",574594,607302
"2017.05","문화 및 레저서비스",76776,57009
"2017.05","이쿠폰서비스",14631,83982
"2017.05","음식서비스",31139,179426
"2017.05","기타서비스",18357,25133
"2017.05","기타",92076,72441
"2017.06","합계",3341138,4173992
"2017.06","컴퓨터 및 주변기기",262908,113811
"2017.06","가전·전자·통신기기",366554,385920
"2017.06","서적",78615,37657
"2017.06","사무·문구",37788,18181
"2017.06","의복",394173,515569
"2017.06","신발",54666,101494
"2017.06","가방",43903,105539
"2017.06","패션용품 및 액세서리",61378,101447
"2017.06","스포츠·레저용품",137585,151484
"2017.06","화장품",274418,378115
"2017.06","아동·유아용품",75478,183591
"2017.06","음·식료품",243369,398224
"2017.06","농축수산물",66113,114736
"2017.06","생활용품",246264,350978
"2017.06","자동차 및 자동차용품",39538,48653
"2017.06","가구",84221,119363
"2017.06","애완용품",22732,33360
"2017.06","여행 및 교통서비스",605089,605819
"2017.06","문화 및 레저서비스",86509,57802
"2017.06","이쿠폰서비스",16151,78868
"2017.06","음식서비스",25541,170090
"2017.06","기타서비스",18198,22907
"2017.06","기타",99948,80383
"2017.07","합계",3404599,4493955
"2017.07","컴퓨터 및 주변기기",252949,128025
"2017.07","가전·전자·통신기기",432760,494107
"2017.07","서적",95733,47351
"2017.07","사무·문구",35743,18084
"2017.07","의복",392273,495098
"2017.07","신발",48228,92518
"2017.07","가방",44194,107525
"2017.07","패션용품 및 액세서리",63749,106286
"2017.07","스포츠·레저용품",133912,158771
"2017.07","화장품",258757,360699
"2017.07","아동·유아용품",72696,191882
"2017.07","음·식료품",233432,404744
"2017.07","농축수산물",64551,118131
"2017.07","생활용품",240315,373275
"2017.07","자동차 및 자동차용품",41482,52762
"2017.07","가구",85175,126482
"2017.07","애완용품",22569,35931
"2017.07","여행 및 교통서비스",643280,736121
"2017.07","문화 및 레저서비스",82271,69376
"2017.07","이쿠폰서비스",15604,76023
"2017.07","음식서비스",27301,197324
"2017.07","기타서비스",24316,27703
"2017.07","기타",93311,75734
"2017.08","합계",3395357,4464301
"2017.08","컴퓨터 및 주변기기",280831,135562
"2017.08","가전·전자·통신기기",359011,399471
"2017.08","서적",100090,49898
"2017.08","사무·문구",38125,19625
"2017.08","의복",338973,419251
"2017.08","신발",40961,77350
"2017.08","가방",47640,115821
"2017.08","패션용품 및 액세서리",67589,110615
"2017.08","스포츠·레저용품",122467,143884
"2017.08","화장품",280375,372187
"2017.08","아동·유아용품",72846,190684
"2017.08","음·식료품",254664,437977
"2017.08","농축수산물",68512,125578
"2017.08","생활용품",245562,386060
"2017.08","자동차 및 자동차용품",39414,53285
"2017.08","가구",90905,136077
"2017.08","애완용품",23065,37525
"2017.08","여행 및 교통서비스",645755,760584
"2017.08","문화 및 레저서비스",101624,83259
"2017.08","이쿠폰서비스",17291,83577
"2017.08","음식서비스",34667,219093
"2017.08","기타서비스",21923,30697
"2017.08","기타",103067,76238
"2017.09","합계",3585077,4566066
"2017.09","컴퓨터 및 주변기기",270647,128865
"2017.09","가전·전자·통신기기",343507,363151
"2017.09","서적",88774,47891
"2017.09","사무·문구",39683,20792
"2017.09","의복",434408,525271
"2017.09","신발",49838,90408
"2017.09","가방",48352,116864
"2017.09","패션용품 및 액세서리",63340,107005
"2017.09","스포츠·레저용품",124327,141138
"2017.09","화장품",331282,385834
"2017.09","아동·유아용품",75971,196306
"2017.09","음·식료품",316807,511044
"2017.09","농축수산물",122538,166426
"2017.09","생활용품",265245,388499
"2017.09","자동차 및 자동차용품",36519,50478
"2017.09","가구",91966,135835
"2017.09","애완용품",24325,41752
"2017.09","여행 및 교통서비스",538530,684418
"2017.09","문화 및 레저서비스",74496,52535
"2017.09","이쿠폰서비스",17375,83024
"2017.09","음식서비스",30106,209012
"2017.09","기타서비스",92102,32185
"2017.09","기타",104940,87334
"2017.10","합계",3247093,4414710
"2017.10","컴퓨터 및 주변기기",235350,118174
"2017.10","가전·전자·통신기기",333413,394994
"2017.10","서적",72439,41293
"2017.10","사무·문구",37422,18898
"2017.10","의복",439236,595469
"2017.10","신발",47801,92565
"2017.10","가방",44345,112662
"2017.10","패션용품 및 액세서리",57204,104244
"2017.10","스포츠·레저용품",126699,148099
"2017.10","화장품",311318,366559
"2017.10","아동·유아용품",70801,189740
"2017.10","음·식료품",216216,392399
"2017.10","농축수산물",67310,107471
"2017.10","생활용품",227897,374151
"2017.10","자동차 및 자동차용품",32422,48053
"2017.10","가구",85731,137353
"2017.10","애완용품",22728,41763
"2017.10","여행 및 교통서비스",549027,658486
"2017.10","문화 및 레저서비스",97818,81688
"2017.10","이쿠폰서비스",16436,79602
"2017.10","음식서비스",32224,210551
"2017.10","기타서비스",27007,25456
"2017.10","기타",96251,75041
"2017.11","합계",3781198,5215779
"2017.11","컴퓨터 및 주변기기",302907,157832
"2017.11","가전·전자·통신기기",462529,485981
"2017.11","서적",87946,44577
"2017.11","사무·문구",44129,23812
"2017.11","의복",586462,857482
"2017.11","신발",61475,114073
"2017.11","가방",49080,120428
"2017.11","패션용품 및 액세서리",66076,123504
"2017.11","스포츠·레저용품",141177,171843
"2017.11","화장품",354520,434703
"2017.11","아동·유아용품",84549,215042
"2017.11","음·식료품",253308,448282
"2017.11","농축수산물",76101,132643
"2017.11","생활용품",274287,434326
"2017.11","자동차 및 자동차용품",39536,50031
"2017.11","가구",96351,145819
"2017.11","애완용품",25677,46998
"2017.11","여행 및 교통서비스",518560,639102
"2017.11","문화 및 레저서비스",65460,79622
"2017.11","이쿠폰서비스",20237,104091
"2017.11","음식서비스",34430,246210
"2017.11","기타서비스",31121,25590
"2017.11","기타",105278,113788
"2017.12","합계",3582993,5310654
"2017.12","컴퓨터 및 주변기기",320177,155301
"2017.12","가전·전자·통신기기",387969,427298
"2017.12","서적",103589,58092
"2017.12","사무·문구",50562,27303
"2017.12","의복",458290,737601
"2017.12","신발",52613,102315
"2017.12","가방",51051,129802
"2017.12","패션용품 및 액세서리",69667,136433
"2017.12","스포츠·레저용품",118429,139821
"2017.12","화장품",290554,412990
"2017.12","아동·유아용품",104274,272962
"2017.12","음·식료품",258055,451629
"2017.12","농축수산물",75792,146060
"2017.12","생활용품",264710,417191
"2017.12","자동차 및 자동차용품",37716,47508
"2017.12","가구",88111,132574
"2017.12","애완용품",23206,39074
"2017.12","여행 및 교통서비스",522992,755350
"2017.12","문화 및 레저서비스",71778,135272
"2017.12","이쿠폰서비스",27963,122247
"2017.12","음식서비스",40576,298964
"2017.12","기타서비스",31087,25605
"2017.12","기타",133830,139263
"2018.01","합계",3689807,5337201
"2018.01","컴퓨터 및 주변기기",324233,187441
"2018.01","가전·전자·통신기기",398999,459257
"2018.01","서적",107123,64132
"2018.01","사무·문구",46397,26473
"2018.01","의복",392385,571852
"2018.01","신발",45709,85859
"2018.01","가방",51391,135151
"2018.01","패션용품 및 액세서리",67231,128067
"2018.01","스포츠·레저용품",104533,126246
"2018.01","화장품",335960,434948
"2018.01","아동·유아용품",75872,219323
"2018.01","음·식료품",286550,560272
"2018.01","농축수산물",83591,168319
"2018.01","생활용품",261059,449370
"2018.01","자동차 및 자동차용품",31543,45677
"2018.01","가구",92737,159155
"2018.01","애완용품",24538,47640
"2018.01","여행 및 교통서비스",685630,805804
"2018.01","문화 및 레저서비스",64022,118365
"2018.01","이쿠폰서비스",20062,85532
"2018.01","음식서비스",37792,309665
"2018.01","기타서비스",42361,30782
"2018.01","기타",110089,117870
"2018.02","합계",3300302,4906994
"2018.02","컴퓨터 및 주변기기",275786,177621
"2018.02","가전·전자·통신기기",351716,418685
"2018.02","서적",93094,54689
"2018.02","사무·문구",46450,25271
"2018.02","의복",336102,489051
"2018.02","신발",40727,83720
"2018.02","가방",48277,129877
"2018.02","패션용품 및 액세서리",60565,117814
"2018.02","스포츠·레저용품",91209,109501
"2018.02","화장품",316879,429497
"2018.02","아동·유아용품",71246,197372
"2018.02","음·식료품",296445,518213
"2018.02","농축수산물",116806,172972
"2018.02","생활용품",234324,401715
"2018.02","자동차 및 자동차용품",26428,39074
"2018.02","가구",89192,152372
"2018.02","애완용품",20227,40717
"2018.02","여행 및 교통서비스",548038,698011
"2018.02","문화 및 레저서비스",61442,90396
"2018.02","이쿠폰서비스",20823,108408
"2018.02","음식서비스",35445,288800
"2018.02","기타서비스",27138,30542
"2018.02","기타",91943,132678
"2018.03","합계",3869098,5506668
"2018.03","컴퓨터 및 주변기기",310948,193113
"2018.03","가전·전자·통신기기",435766,510861
"2018.03","서적",121120,70476
"2018.03","사무·문구",51251,30649
"2018.03","의복",482845,680287
"2018.03","신발",56004,113113
"2018.03","가방",50380,143810
"2018.03","패션용품 및 액세서리",71766,138381
"2018.03","스포츠·레저용품",123291,160529
"2018.03","화장품",391775,439877
"2018.03","아동·유아용품",84298,214584
"2018.03","음·식료품",292272,534601
"2018.03","농축수산물",76413,152387
"2018.03","생활용품",271316,468022
"2018.03","자동차 및 자동차용품",36667,47231
"2018.03","가구",102507,174549
"2018.03","애완용품",22960,45674
"2018.03","여행 및 교통서비스",569662,694525
"2018.03","문화 및 레저서비스",96087,75329
"2018.03","이쿠폰서비스",23768,115826
"2018.03","음식서비스",35896,325867
"2018.03","기타서비스",32485,29349
"2018.03","기타",129620,147626
"2018.04","합계",3628814,5405460
"2018.04","컴퓨터 및 주변기기",243815,165240
"2018.04","가전·전자·통신기기",420663,524596
"2018.04","서적",91304,52865
"2018.04","사무·문구",41862,26145
"2018.04","의복",447945,630323
"2018.04","신발",55859,113580
"2018.04","가방",49197,136272
"2018.04","패션용품 및 액세서리",64739,131549
"2018.04","스포츠·레저용품",129065,169509
"2018.04","화장품",363671,438758
"2018.04","아동·유아용품",85677,234743
"2018.04","음·식료품",284398,525617
"2018.04","농축수산물",71138,144262
"2018.04","생활용품",272221,437644
"2018.04","자동차 및 자동차용품",32750,49851
"2018.04","가구",95591,165191
"2018.04","애완용품",22363,47974
"2018.04","여행 및 교통서비스",588518,731940
"2018.04","문화 및 레저서비스",67870,97095
"2018.04","이쿠폰서비스",21048,112090
"2018.04","음식서비스",47587,318369
"2018.04","기타서비스",28747,33421
"2018.04","기타",102789,118425
"2018.05","합계",3686046,5677178
"2018.05","컴퓨터 및 주변기기",237559,166676
"2018.05","가전·전자·통신기기",447810,578323
"2018.05","서적",81391,47734
"2018.05","사무·문구",39157,24464
"2018.05","의복",453370,648036
"2018.05","신발",57571,115010
"2018.05","가방",48223,142386
"2018.05","패션용품 및 액세서리",66788,131286
"2018.05","스포츠·레저용품",137411,193374
"2018.05","화장품",361374,457152
"2018.05","아동·유아용품",85549,225249
"2018.05","음·식료품",295067,553977
"2018.05","농축수산물",73233,148502
"2018.05","생활용품",259687,456275
"2018.05","자동차 및 자동차용품",32931,51080
"2018.05","가구",91504,163161
"2018.05","애완용품",22195,47039
"2018.05","여행 및 교통서비스",632925,796285
"2018.05","문화 및 레저서비스",61998,91742
"2018.05","이쿠폰서비스",31942,137108
"2018.05","음식서비스",33475,355920
"2018.05","기타서비스",29079,29302
"2018.05","기타",105807,117098
"2018.06","합계",3507124,5457951
"2018.06","컴퓨터 및 주변기기",220404,151440
"2018.06","가전·전자·통신기기",424143,539531
"2018.06","서적",72096,45257
"2018.06","사무·문구",36238,23319
"2018.06","의복",410733,607131
"2018.06","신발",55260,108990
"2018.06","가방",45187,131338
"2018.06","패션용품 및 액세서리",64458,124943
"2018.06","스포츠·레저용품",133562,191456
"2018.06","화장품",333163,439341
"2018.06","아동·유아용품",72371,199563
"2018.06","음·식료품",277793,533452
"2018.06","농축수산물",69204,145068
"2018.06","생활용품",245069,442828
"2018.06","자동차 및 자동차용품",32724,48528
"2018.06","가구",89702,153625
"2018.06","애완용품",23474,51652
"2018.06","여행 및 교통서비스",627024,786901
"2018.06","문화 및 레저서비스",74968,94653
"2018.06","이쿠폰서비스",34733,130958
"2018.06","음식서비스",38204,374849
"2018.06","기타서비스",30702,28634
"2018.06","기타",95910,104495
"2018.07","합계",3709400,5944021
"2018.07","컴퓨터 및 주변기기",239475,164775
"2018.07","가전·전자·통신기기",511557,676637
"2018.07","서적",90323,57737
"2018.07","사무·문구",37606,24920
"2018.07","의복",394750,597582
"2018.07","신발",51664,106288
"2018.07","가방",50196,141822
"2018.07","패션용품 및 액세서리",70239,139706
"2018.07","스포츠·레저용품",145252,215110
"2018.07","화장품",335961,443006
"2018.07","아동·유아용품",72132,215258
"2018.07","음·식료품",298775,568131
"2018.07","농축수산물",74924,149306
"2018.07","생활용품",258839,481341
"2018.07","자동차 및 자동차용품",35786,55245
"2018.07","가구",88726,159115
"2018.07","애완용품",21873,53975
"2018.07","여행 및 교통서비스",668379,899752
"2018.07","문화 및 레저서비스",63614,100614
"2018.07","이쿠폰서비스",32188,139718
"2018.07","음식서비스",41490,415437
"2018.07","기타서비스",30437,31983
"2018.07","기타",95215,106564
"2018.08","합계",3499822,5770559
"2018.08","컴퓨터 및 주변기기",249200,169705
"2018.08","가전·전자·통신기기",424778,535814
"2018.08","서적",91948,57276
"2018.08","사무·문구",37810,24461
"2018.08","의복",326889,501473
"2018.08","신발",38886,87067
"2018.08","가방",45336,135402
"2018.08","패션용품 및 액세서리",67109,127241
"2018.08","스포츠·레저용품",123519,176711
"2018.08","화장품",342475,459509
"2018.08","아동·유아용품",68243,207562
"2018.08","음·식료품",301451,603681
"2018.08","농축수산물",74292,160790
"2018.08","생활용품",244105,470832
"2018.08","자동차 및 자동차용품",33296,51583
"2018.08","가구",86515,157881
"2018.08","애완용품",21450,50031
"2018.08","여행 및 교통서비스",650988,909075
"2018.08","문화 및 레저서비스",75356,138171
"2018.08","이쿠폰서비스",27793,152998
"2018.08","음식서비스",43611,453319
"2018.08","기타서비스",28968,33127
"2018.08","기타",95804,106850
"2018.09","합계",3524171,5613108
"2018.09","컴퓨터 및 주변기기",226280,155899
"2018.09","가전·전자·통신기기",340868,451538
"2018.09","서적",77468,50715
"2018.09","사무·문구",33529,24862
"2018.09","의복",399362,604591
"2018.09","신발",46884,92588
"2018.09","가방",41905,134965
"2018.09","패션용품 및 액세서리",57332,112025
"2018.09","스포츠·레저용품",126162,178000
"2018.09","화장품",392815,456801
"2018.09","아동·유아용품",68616,205124
"2018.09","음·식료품",350883,649172
"2018.09","농축수산물",126449,183571
"2018.09","생활용품",238866,452938
"2018.09","자동차 및 자동차용품",30829,47628
"2018.09","가구",83475,158782
"2018.09","애완용품",18168,48060
"2018.09","여행 및 교통서비스",515727,749872
"2018.09","문화 및 레저서비스",73836,109445
"2018.09","이쿠폰서비스",35669,168207
"2018.09","음식서비스",40102,423648
"2018.09","기타서비스",95345,37839
"2018.09","기타",103602,116839
"2018.10","합계",3773503,6242938
"2018.10","컴퓨터 및 주변기기",254118,165626
"2018.10","가전·전자·통신기기",429553,559968
"2018.10","서적",80587,51156
"2018.10","사무·문구",41333,29782
"2018.10","의복",493284,857624
"2018.10","신발",50340,113895
"2018.10","가방",44515,140222
"2018.10","패션용품 및 액세서리",58805,123842
"2018.10","스포츠·레저용품",157246,232078
"2018.10","화장품",401459,492829
"2018.10","아동·유아용품",77542,231320
"2018.10","음·식료품",298644,611763
"2018.10","농축수산물",79931,158130
"2018.10","생활용품",272434,516271
"2018.10","자동차 및 자동차용품",34981,53262
"2018.10","가구",102783,193892
"2018.10","애완용품",21100,48566
"2018.10","여행 및 교통서비스",586580,742626
"2018.10","문화 및 레저서비스",61376,125104
"2018.10","이쿠폰서비스",34178,168555
"2018.10","음식서비스",41489,460967
"2018.10","기타서비스",39959,35564
"2018.10","기타",111266,129898
"2018.11","합계",3986055,6588089
"2018.11","컴퓨터 및 주변기기",275284,192882
"2018.11","가전·전자·통신기기",517411,664944
"2018.11","서적",86299,56107
"2018.11","사무·문구",43264,33099
"2018.11","의복",554222,927971
"2018.11","신발",57508,130879
"2018.11","가방",43401,136635
"2018.11","패션용품 및 액세서리",60670,131490
"2018.11","스포츠·레저용품",150248,223624
"2018.11","화장품",398730,512836
"2018.11","아동·유아용품",79117,230956
"2018.11","음·식료품",306595,621073
"2018.11","농축수산물",85916,170752
"2018.11","생활용품",273645,526203
"2018.11","자동차 및 자동차용품",42105,55994
"2018.11","가구",103195,192546
"2018.11","애완용품",19750,48551
"2018.11","여행 및 교통서비스",548742,747692
"2018.11","문화 및 레저서비스",73373,113638
"2018.11","이쿠폰서비스",39540,199645
"2018.11","음식서비스",42091,468405
"2018.11","기타서비스",42304,32916
"2018.11","기타",142644,169252
"2018.12","합계",3934853,6754848
"2018.12","컴퓨터 및 주변기기",294467,206895
"2018.12","가전·전자·통신기기",470859,573086
"2018.12","서적",102843,65657
"2018.12","사무·문구",50853,38890
"2018.12","의복",509666,880877
"2018.12","신발",54381,124855
"2018.12","가방",47722,153599
"2018.12","패션용품 및 액세서리",69189,151613
"2018.12","스포츠·레저용품",133187,199688
"2018.12","화장품",352694,520553
"2018.12","아동·유아용품",100708,292866
"2018.12","음·식료품",315251,610357
"2018.12","농축수산물",80784,173774
"2018.12","생활용품",271350,516470
"2018.12","자동차 및 자동차용품",38056,56612
"2018.12","가구",98788,181287
"2018.12","애완용품",19851,48227
"2018.12","여행 및 교통서비스",572556,824163
"2018.12","문화 및 레저서비스",69403,127346
"2018.12","이쿠폰서비스",40676,227077
"2018.12","음식서비스",52591,577758
"2018.12","기타서비스",43518,34672
"2018.12","기타",145458,168526
"2019.01","합계",3994468,6817328
"2019.01","컴퓨터 및 주변기기",329496,232016
"2019.01","가전·전자·통신기기",451529,611551
"2019.01","서적",100029,73920
"2019.01","사무·문구",42332,37433
"2019.01","의복",453476,653845
"2019.01","신발",57560,102086
"2019.01","가방",50523,151766
"2019.01","패션용품 및 액세서리",57407,133863
"2019.01","스포츠·레저용품",110120,165312
"2019.01","화장품",328732,572616
"2019.01","아동·유아용품",75693,237986
"2019.01","음·식료품",397250,796103
"2019.01","농축수산물",143447,269825
"2019.01","생활용품",274481,557289
"2019.01","자동차 및 자동차용품",35085,61383
"2019.01","가구",96792,187910
"2019.01","애완용품",20185,52633
"2019.01","여행 및 교통서비스",634258,904380
"2019.01","문화 및 레저서비스",68836,98877
"2019.01","이쿠폰서비스",35976,204146
"2019.01","음식서비스",53351,568558
"2019.01","기타서비스",62056,35746
"2019.01","기타",115855,108084
"2019.02","합계",3465165,6201706
"2019.02","컴퓨터 및 주변기기",305306,237163
"2019.02","가전·전자·통신기기",403124,578935
"2019.02","서적",90350,63967
"2019.02","사무·문구",37243,33966
"2019.02","의복",384783,574960
"2019.02","신발",53174,103257
"2019.02","가방",49676,162258
"2019.02","패션용품 및 액세서리",57275,127988
"2019.02","스포츠·레저용품",101920,150020
"2019.02","화장품",301601,561471
"2019.02","아동·유아용품",69315,217104
"2019.02","음·식료품",274273,593161
"2019.02","농축수산물",66686,164432
"2019.02","생활용품",239248,496403
"2019.02","자동차 및 자동차용품",29204,50653
"2019.02","가구",89084,184617
"2019.02","애완용품",19901,45431
"2019.02","여행 및 교통서비스",587030,830402
"2019.02","문화 및 레저서비스",69543,113392
"2019.02","이쿠폰서비스",26790,207319
"2019.02","음식서비스",48759,566204
"2019.02","기타서비스",43859,34027
"2019.02","기타",117022,104577
"2019.03","합계",4207216,7089023
"2019.03","컴퓨터 및 주변기기",313340,219156
"2019.03","가전·전자·통신기기",568865,756020
"2019.03","서적",114766,81975
"2019.03","사무·문구",43678,38063
"2019.03","의복",467275,770960
"2019.03","신발",75702,131109
"2019.03","가방",53787,176296
"2019.03","패션용품 및 액세서리",66365,144911
"2019.03","스포츠·레저용품",138742,192918
"2019.03","화장품",416273,609446
"2019.03","아동·유아용품",81126,256428
"2019.03","음·식료품",330978,696293
"2019.03","농축수산물",85583,192821
"2019.03","생활용품",290887,578305
"2019.03","자동차 및 자동차용품",43395,63498
"2019.03","가구",104367,205141
"2019.03","애완용품",21791,51353
"2019.03","여행 및 교통서비스",581118,798643
"2019.03","문화 및 레저서비스",73468,102617
"2019.03","이쿠폰서비스",34335,223209
"2019.03","음식서비스",54675,639833
"2019.03","기타서비스",40724,38262
"2019.03","기타",205975,121766
"2019.04","합계",4047525,6716261
"2019.04","컴퓨터 및 주변기기",279362,189807
"2019.04","가전·전자·통신기기",523731,610496
"2019.04","서적",86671,61239
"2019.04","사무·문구",44447,36190
"2019.04","의복",464610,739473
"2019.04","신발",78125,126046
"2019.04","가방",55233,163407
"2019.04","패션용품 및 액세서리",73293,140228
"2019.04","스포츠·레저용품",155688,205397
"2019.04","화장품",384095,579626
"2019.04","아동·유아용품",96255,257972
"2019.04","음·식료품",348841,710012
"2019.04","농축수산물",90963,195328
"2019.04","생활용품",294143,527740
"2019.04","자동차 및 자동차용품",39003,58413
"2019.04","가구",99194,189071
"2019.04","애완용품",24066,51858
"2019.04","여행 및 교통서비스",586949,808109
"2019.04","문화 및 레저서비스",94922,105113
"2019.04","이쿠폰서비스",29748,197050
"2019.04","음식서비스",49084,637236
"2019.04","기타서비스",42662,36933
"2019.04","기타",106440,89517
"2019.05","합계",4192050,7182767
"2019.05","컴퓨터 및 주변기기",263783,176325
"2019.05","가전·전자·통신기기",577082,719082
"2019.05","서적",78172,55150
"2019.05","사무·문구",38273,33876
"2019.05","의복",500106,778175
"2019.05","신발",84205,133233
"2019.05","가방",55623,169509
"2019.05","패션용품 및 액세서리",76517,157272
"2019.05","스포츠·레저용품",168489,240235
"2019.05","화장품",396828,593608
"2019.05","아동·유아용품",89934,258008
"2019.05","음·식료품",364339,747270
"2019.05","농축수산물",88609,196679
"2019.05","생활용품",296296,565994
"2019.05","자동차 및 자동차용품",43129,63207
"2019.05","가구",103232,186633
"2019.05","애완용품",24044,53419
"2019.05","여행 및 교통서비스",614613,875280
"2019.05","문화 및 레저서비스",100869,103309
"2019.05","이쿠폰서비스",35151,240829
"2019.05","음식서비스",49857,692525
"2019.05","기타서비스",45501,44706
"2019.05","기타",97398,98440
"2019.06","합계",3835061,6890105
"2019.06","컴퓨터 및 주변기기",240539,148657
"2019.06","가전·전자·통신기기",488946,688858
"2019.06","서적",70403,52055
"2019.06","사무·문구",32913,30694
"2019.06","의복",440260,693361
"2019.06","신발",84744,126674
"2019.06","가방",48750,161773
"2019.06","패션용품 및 액세서리",66261,149156
"2019.06","스포츠·레저용품",145672,217734
"2019.06","화장품",375254,569708
"2019.06","아동·유아용품",75393,228542
"2019.06","음·식료품",336297,703854
"2019.06","농축수산물",79003,190836
"2019.06","생활용품",267664,544587
"2019.06","자동차 및 자동차용품",39230,59477
"2019.06","가구",93606,180435
"2019.06","애완용품",22063,55761
"2019.06","여행 및 교통서비스",612674,871038
"2019.06","문화 및 레저서비스",110917,137409
"2019.06","이쿠폰서비스",33275,226581
"2019.06","음식서비스",52192,722286
"2019.06","기타서비스",44161,43805
"2019.06","기타",74843,86824
"2019.07","합계",4065650,7237325
"2019.07","컴퓨터 및 주변기기",271299,171823
"2019.07","가전·전자·통신기기",522133,708286
"2019.07","서적",89520,66886
"2019.07","사무·문구",36270,33219
"2019.07","의복",457448,682223
"2019.07","신발",77272,127793
"2019.07","가방",54842,155097
"2019.07","패션용품 및 액세서리",70801,161154
"2019.07","스포츠·레저용품",159170,231926
"2019.07","화장품",397100,589441
"2019.07","아동·유아용품",81422,236846
"2019.07","음·식료품",358010,734948
"2019.07","농축수산물",83075,199602
"2019.07","생활용품",280599,564752
"2019.07","자동차 및 자동차용품",38768,58536
"2019.07","가구",93750,173145
"2019.07","애완용품",22177,55767
