"시점","상품군별(1)",인터넷쇼핑,모바일쇼핑
"2024.09","신발",76550,194905
"2024.09","가방",51443,148016
"2024.09","패션용품 및 액세서리",62369,235003
"2024.09","스포츠·레저용품",110552,333736
"2024.09","화장품",182894,832651
"2024.09","아동·유아용품",67024,325602
"2024.09","음·식료품",696682,2330505
"2024.09","농축수산물",294997,921538
"2024.09","생활용품",319691,1191520
"2024.09","자동차 및 자동차용품",212499,141364
"2024.09","가구",96909,327774
"2024.09","애완용품",35060,182201
"2024.09","여행 및 교통서비스",683744,1389305
"2024.09","문화 및 레저서비스",161938,167441
"2024.09","이쿠폰서비스",41138,461523
"2024.09","음식서비스",32065,2480672
"2024.09","기타서비스",169302,132413
"2024.09","기타",63863,126583
"2024.10","합계",4801772,15403891
"2024.10","컴퓨터 및 주변기기",269950,299854
"2024.10","가전·전자·통신기기",476074,1309005
"2024.10","서적",88035,117294
"2024.10","사무·문구",62343,107963
"2024.10","의복",524142,1556269
"2024.10","신발",78708,230026
"2024.10","가방",50388,145654
"2024.10","패션용품 및 액세서리",68732,248815
"2024.10","스포츠·레저용품",139276,392618
"2024.10","화장품",186657,844089
"2024.10","아동·유아용품",79945,353659
"2024.10","음·식료품",652872,2240829
"2024.10","농축수산물",240937,788154
"2024.10","생활용품",364138,1236281
"2024.10","자동차 및 자동차용품",198056,152843
"2024.10","가구",116969,367401
"2024.10","애완용품",40728,193379
"2024.10","여행 및 교통서비스",768819,1493506
"2024.10","문화 및 레저서비스",112487,157190
"2024.10","이쿠폰서비스",50509,394516
"2024.10","음식서비스",32309,2501951
"2024.10","기타서비스",131294,144379
"2024.10","기타",68403,128216
"2024.11 p)","합계",5238132,15903426
"2024.11 p)","컴퓨터 및 주변기기",324308,404879
"2024.11 p)","가전·전자·통신기기",496951,1400869
"2024.11 p)","서적",101547,102962
"2024.11 p)","사무·문구",68989,119829
"2024.11 p)","의복",661029,1757806
"2024.11 p)","신발",114736,276358
"2024.11 p)","가방",48345,144035
"2024.11 p)","패션용품 및 액세서리",71612,263634
"2024.11 p)","스포츠·레저용품",149706,372161
"2024.11 p)","화장품",205439,878058
"2024.11 p)","아동·유아용품",83774,366642
"2024.11 p)","음·식료품",663678,2241727
"2024.11 p)","농축수산물",245668,791741
"2024.11 p)","생활용품",379692,1231172
"2024.11 p)","자동차 및 자동차용품",335171,161458
"2024.11 p)","가구",120668,372457
"2024.11 p)","애완용품",40730,191468
"2024.11 p)","여행 및 교통서비스",688081,1417280
"2024.11 p)","문화 및 레저서비스",100329,151059
"2024.11 p)","이쿠폰서비스",62334,462175
"2024.11 p)","음식서비스",30714,2456632
"2024.11 p)","기타서비스",171388,203496
"2024.11 p)","기타",73246,135527
"2024.12 p)","합계",5009869,16204791
"2024.12 p)","컴퓨터 및 주변기기",339852,349240
"2024.12 p)","가전·전자·통신기기",420100,1259257
"2024.12 p)","서적",104219,131593
"2024.12 p)","사무·문구",78544,139902
"2024.12 p)","의복",527686,1620098
"2024.12 p)","신발",74162,268212
"2024.12 p)","가방",55720,147188
"2024.12 p)","패션용품 및 액세서리",87223,315282
"2024.12 p)","스포츠·레저용품",133616,300725
"2024.12 p)","화장품",203153,939104
"2024.12 p)","아동·유아용품",98750,426823
"2024.12 p)","음·식료품",635251,2289418
"2024.12 p)","농축수산물",255558,862057
"2024.12 p)","생활용품",366928,1242391
"2024.12 p)","자동차 및 자동차용품",243151,113980
"2024.12 p)","가구",115786,352470
"2024.12 p)","애완용품",40236,199186
"2024.12 p)","여행 및 교통서비스",754717,1478405
"2024.12 p)","문화 및 레저서비스",82688,117604
"2024.12 p)","이쿠폰서비스",69173,504346
"2024.12 p)","음식서비스",34997,2808932
"2024.12 p)","기타서비스",212747,194445
"2024.12 p)","기타",75613,144134
