구,주소,상호,휘발유,경유,위도,경도
수영구,부산 수영구 연수로 250,지에스칼텍스㈜ 인성셀프주유소,1624,1494,35.1730045,129.0979111
수영구,부산 수영구  연수로 254 (망미동),땡큐망미주유소,1624,1494,35.1729852,129.0989666
수영구,부산 수영구 수영로 491 (남천동),금련산주유소,1675,1555,35.1424905,129.1028311
수영구,부산 수영구 수영로 558,지에스칼텍스(주)부산주유소,1685,1539,35.1553349,129.1128987
수영구,부산 수영구 연수로 239,지에스칼텍스(주) 언덕주유소,1689,1569,35.1735966,129.0967003
수영구,부산 수영구 연수로 411,SK에너지(주)강일주유소,1798,1698,35.1683006,129.1143225
수영구,부산 수영구 좌수영로 147 (망미동),(주)청유주유소,1798,1648,35.1770096,129.1176086
수영구,"부산 수영구 과정로 4,  (망미동)",금호주유소,1799,1649,35.1722215,129.1095381
연제구,부산 연제구 반송로 68,하얀100연산주유소,1549,1399,35.1897622,129.0870872
연제구,부산 연제구  거제대로 130 (거제동),아시아드주유소,1559,1419,35.1800682,129.0694764
연제구,부산 연제구 고분로 51 (연산동),(주)좋은기름나라연산주유소지점,1565,1425,35.1858103,129.0878353
연제구,부산 연제구 중앙대로 1179,현대오일뱅크㈜직영 연산셀프주유소,1568,1429,35.1926978,129.0794286
연제구,부산 연제구 연안로 20,연안로주유소,1574,1434,35.1896289,129.1074533
연제구,부산 연제구 월드컵대로 249 (거제동),성학주유소,1588,1454,35.1901534,129.0699011
연제구,부산 연제구 과정로 325,자이주유소,1599,1459,35.1893797,129.0920261
연제구,부산 연제구 거제대로 98,광동페트로㈜ 감사드림주유소,1624,1494,35.1772008,129.0683523
연제구,부산 연제구 과정로 208,광신홀딩스㈜ 직영 토곡주유소,1624,1494,35.1881011,129.1048652
연제구,부산 연제구 과정로 134 (연산동),금천셀프주유소,1645,1545,35.1833008,129.1073562
연제구,부산 연제구 아시아드대로 107 (거제동),현대오일뱅크(주)직영 부산현대주유소,1669,1535,35.1938554,129.0661901
연제구,부산 연제구 온천천남로 86 (연산동),영웅주유소,1699,1549,35.1910667,129.0998465
연제구,부산 연제구 연수로 87,연제주유소,1719,1579,35.1756756,129.0802389
연제구,부산 연제구 과정로 120 (연산동),SK에너지(주)부흥셀프주유소,1798,1598,35.1821632,129.1074423
영도구,부산 영도구 해양로 270,해양특구주유소,1692,1572,35.0841207,129.0769752
영도구,부산 영도구 해양로 212,동현주유소,1692,1572,35.087155,129.0724537
영도구,부산 영도구 태종로 806-1,태종대온천주유소,1697,1577,35.0645758,129.0806143
영도구,부산 영도구 태종로 376 (청학동),태종에너지청학주유소,1698,1578,35.0914605,129.0613241
영도구,부산 영도구 해양로 128 (청학동),세기상사㈜ 대성주유소,1698,1578,35.0939563,129.0623678
영도구,부산 영도구 태종로 290 (청학동),SK에너지(주)직영 태종로주유소,1698,1578,35.0960642,129.0596663
영도구,부산 영도구 남항서로 96(남항동2가),남항주유소,1833,1723,35.0890253,129.0364668
영도구,부산 영도구 태종로 181 (봉래동4가),(주)나부코직영 우원주유소,1848,1738,35.0912922,129.0493362
중구,부산 중구 대청로 153 (중앙동5가),고려주유소,1695,1565,35.1021845,129.0371679
해운대구,부산 해운대구 해운대로 1249 (송정동),삼양주유소,1519,1374,35.1829714,129.2004548
해운대구,부산 해운대구 해운대로 1184,㈜영원석유 하늘주유소,1519,1394,35.1904693,129.2045115
해운대구,부산 해운대구 해운대로 1178,㈜영원석유 영원주유소,1519,1374,35.1899723,129.2042809
해운대구,부산 해운대구 해운대로 1226 (송정동),오시리아주유소,1519,1374,35.1943669,129.2055627
해운대구,부산 해운대구 해운대로 1217,송정역주유소,1519,1374,35.1935674,129.2048498
해운대구,부산 해운대구 해운대로 1238 (송정동),한양 브라보주유소,1535,1395,35.1951875,129.2058563
해운대구,부산 해운대구 해운대로 551 (우동),(주)조은하루주유소,1554,1414,35.1605466,129.152127
해운대구,부산 해운대구 해운대로 592 (우동),동방석유㈜ 직영 해변주유소,1554,1414,35.1643347,129.1604455
해운대구,부산 해운대구 해운대로 211 (재송동),대양산업(주)동화주유소,1554,1414,35.1885618,129.1217565
해운대구,부산 해운대구 반송로 875 (반송동),동부산셀프주유소,1562,1412,35.2305892,129.1500288
해운대구,부산 해운대구 반송로 780,반송제일주유소,1562,1412,35.2230629,129.145842
해운대구,부산 해운대구 해운대로 285 (우동),구도일주유소 센텀시티,1569,1436,35.1752588,129.131513
해운대구,부산 해운대구 반송로 782,양천석유(주)덕진셀프주유소반송점,1574,1438,35.223445,129.1459703
해운대구,부산 해운대구 해운대로 615 (우동),지에스칼텍스(주)해운주유소,1574,1509,35.1634379,129.1579275
해운대구,부산 해운대구 수영강변대로 568,광신석유(주)직영 수영강변대로주유소,1584,1459,35.2081118,129.1215364
해운대구,부산 해운대구 수영강변대로 590,지에스칼텍스(주)광안대로주유소,1584,1459,35.2102212,129.1219776
해운대구,부산 해운대구 반여로 153 (반여동),신촌셀프주유소,1584,1459,35.2050231,129.1253632
해운대구,부산광역시 해운대구  수영강변대로 504 (반여동),sc(주)센텀주유소,1584,1459,35.2028917,129.1187658
해운대구,부산 해운대구 좌동순환로 419 (중동),(주)이엠석유 대흥주유소,1594,1474,35.161658,129.17505
해운대구,부산 해운대구 재반로 163 (재송동),동해주유소,1594,1469,35.1926935,129.1284012
해운대구,부산 해운대구 해운대로 179 (재송동),HD현대오일뱅크㈜직영 센텀셀프주유소,1594,1569,35.1927672,129.1227133
해운대구,부산 해운대구 달맞이길 57 (중동),(주)대양씨앤씨 달맞이주유소,1594,1474,35.1606604,129.1735137
해운대구,부산 해운대구 해운대로573번길 16,SK에너지(주) 돌고래주유소,1598,1438,35.1616799,129.1546533
해운대구,부산 해운대구 대천로 82 (좌동),SK에너지(주)신도시주유소,1598,1488,35.1735693,129.1717131
해운대구,부산 해운대구 해운대로 345 (우동),SK에너지(주) 마리나주유소,1598,1438,35.1706011,129.1560231
해운대구,부산 해운대구 해운대로 1075,SK에너지㈜직영 송정셀프주유소,1598,1498,35.1818052,129.1993677
해운대구,부산 해운대구 좌동순환로 375,해운대주유소,1633,1513,35.1632033,129.1795014
해운대구,부산 해운대구 양운로 107 (좌동),HD현대오일뱅크㈜직영 장산IC주유소,1649,1539,35.1723045,129.173541
해운대구,부산 해운대구 수영강변대로 276,SK에너지(주)직영 해운대센텀주유소,1649,1549,35.183528,129.1191203
해운대구,부산 해운대구 해운대해변로 44 (우동),에스씨(주) 마리나타운주유소,1698,1598,35.1630767,129.1380328
해운대구,부산 해운대구 반송로 781 (석대동),동양가스(주) 명품주유소반송점,1709,1579,35.2233834,129.1454026
금정구,부산 금정구 반송로 420 (금사동),한길주유소 금사점 한솔유화㈜,1549,1419,35.2141828,129.1102295
금정구,부산 금정구 두실로 2,훼미리알뜰주유소,1575,1437,35.2605587,129.0909988
금정구,부산 금정구 중앙대로 2130,청룡명품주유소,1575,1437,35.274527,129.0928928
금정구,부산 금정구 중앙대로 2191 (노포동),은마석유 노포주유소,1575,1437,35.280053,129.0931034
금정구,부산광역시 금정구  부곡로 67 (부곡동),금두꺼비주유소,1587,1457,35.2222993,129.0901103
금정구,부산 금정구 중앙대로 1972,금강주유소,1589,1455,35.2609329,129.0917364
금정구,부산 금정구 중앙대로 1646,한길주유소 부산점 한솔유화㈜,1597,1467,35.2312689,129.0918732
금정구,부산 금정구 금강로 721,신화주유소,1618,1488,35.2719461,129.0887701
금정구,"부산 금정구 금정로 216,  (구서동)",동진주유소,1619,1479,35.2433788,129.0902016
금정구,부산 금정구 반송로 364 (서동),에이원주유소,1625,1395,35.2109171,129.1058791
금정구,부산 금정구 중앙대로 1597,비케이원㈜ 대박드림주유소,1629,1499,35.2274093,129.089411
금정구,부산 금정구 금샘로 399 (구서동),금정산주유소,1637,1497,35.2588497,129.0838548
금정구,부산 금정구 금샘로 21 (장전동),식물원주유소,1685,1565,35.2277823,129.0776608
금정구,부산 금정구  반송로 391 (서동),동양주유소,1687,1567,35.2131399,129.1070593
금정구,부산 금정구 반송로 463 (금사동),새석대주유소,1697,1577,35.2158252,129.1145594
금정구,부산 금정구 중앙대로 2044 (남산동),남산주유소,1698,1568,35.2666312,129.0930617
금정구,부산 금정구 중앙대로 1782 (부곡동),지에스칼텍스(주)영풍주유소,1709,1579,35.2432973,129.0936859
기장군,부산 기장군 기장읍 기장대로 343,기장대로 셀프주유소 와이케이에너지㈜,1519,1374,35.2263198,129.2141277
기장군,부산광역시 기장군 일광면 기장대로 996,신아시아드주유소/충전소 은마석유㈜,1519,1374,35.2822764,129.2334711
기장군,부산 기장군 기장읍 기장대로 84,내리주유소,1529,1395,35.204816,129.2067475
기장군,부산 기장군 일광면 기장대로 1230,월드컵주유소,1539,1394,35.3030144,129.2391247
기장군,부산 기장군 일광면 기장대로 1195,세방주유소,1549,1415,35.2997494,129.2377263
