구,주소,상호,휘발유,경유
기장군,부산 기장군 철마면 반송로 983,(주)동남주유소,1598.0,1478.0
기장군,부산 기장군 기장읍 대변로 13,태양주유소,1617.0,1497.0
기장군,부산 기장군 장안읍 기장대로 1751,(주)푸른숲self주유소,1618.0,1478.0
기장군,부산 기장군 정관면 신정관로 188,창암주유소,1625.0,1445.0
기장군,부산 기장군 장안읍 기장대로 1673,(주)더힘찬주유소,1627.0,1487.0
기장군,부산 기장군 장안읍 기장대로 1615,장안IC(하)주유소,1628.0,1488.0
기장군,부산 기장군 장안읍 기장대로 2217,명례주유소,1628.0,1478.0
기장군,부산 기장군 장안읍 하근3길 8,솔밭주유소,1635.0,1495.0
기장군,부산 기장군 장안읍 동해고속도로 25,KH에너지㈜직영 장안주유소(부산방향),1638.0,1508.0
기장군,부산 기장군 장안읍 동해고속도로 26,KH에너지㈜직영 장안주유소(울산방향),1638.0,1508.0
기장군,부산 기장군 정관면 정관로 833,공단주유소,1648.0,1528.0
기장군,부산 기장군 기장읍 기장대로 530,동양주유소/기장충전소,1659.0,1499.0
기장군,부산 기장군 기장읍 반송로 1559,월드주유소,1664.0,1524.0
기장군,부산 기장군 기장읍 기장해안로 426,기장수협주유소,1799.0,1649.0
기장군,부산 기장군 정관면 정관덕산길 21,(주)SK정관주유소,1799.0,1599.0
기장군,부산 기장군 정관면 신정관로 188,창암2주유소,,1445.0
남구,부산 남구 신선로 261,내트럭(주)부산용당,1563.0,1499.0
남구,부산 남구 황령대로 401-2 (대연동),대일주유소,1563.0,1433.0
남구,부산 남구 황령대로 343,사랑드림주유소,1563.0,1433.0
남구,부산 남구 신선로 168,내트럭(주)부산사업소,1563.0,1499.0
남구,부산 남구 신선로 448,(주)경인석유,1568.0,1439.0
남구,부산 남구 우암로 204,우암주유소,1573.0,1443.0
남구,부산 남구 신선로 351 (용당동),은마석유주식회사,1573.0,1443.0
남구,부산 남구 황령대로 346 (대연동),금강석유(주) 영웅주유소,1573.0,1443.0
남구,부산 남구 신선로 392,은마석유㈜ 용당CY주유소,1573.0,1443.0
남구,부산 남구  신선로 316 (용당동),북항대교주유소,1573.0,1443.0
남구,부산 남구 우암로 232,우암로셀프주유소,1573.0,1443.0
남구,부산 남구 신선로 387 (용당동),(주)세일 부산항주유소,1573.0,1443.0
남구,부산 남구 유엔로 155,(주)문화주유소,1579.0,1449.0
남구,부산 남구 수영로 22 (문현동),매일주유소,1588.0,1458.0
남구,부산 남구 유엔로 42,성지셀프주유소,1594.0,1457.0
남구,부산 남구 용호로 116,분포셀프주유소,1595.0,1465.0
남구,부산 남구 신선로 442 (용당동),반도주유소,1597.0,1457.0
남구,부산 남구 우암로 374 (문현동),문현주유소,1598.0,1488.0
남구,부산 남구 유엔로 202,지에스칼텍스㈜ 유엔주유소,1599.0,1469.0
남구,부산 남구 용호로 60 (용호동),지에스칼텍스㈜ 비치주유소,1599.0,1469.0
남구,부산 남구 신선로 252,한길주유소 용당점 한솔유화㈜,1609.0,1459.0
남구,부산 남구 우암로 92 (감만동),삼화주유소,1615.0,1475.0
남구,부산 남구 용호로 172 (용호동),구도일주유소용호,1619.0,1489.0
남구,부산 남구 황령대로98번길 75 (문현동),금융단지주유소,1628.0,1498.0
남구,부산 남구 남구 전포대로 7,동명주유소,1628.0,1498.0
남구,부산광역시 남구 문현로 67 (문현동),대성주유소,1719.0,1599.0
남구,부산 남구 신선로 173 (감만동),인터지스(주)인터지스주유소,1739.0,1599.0
남구,부산 남구 북항로 108,굿오일주유소,,1465.0
동구,부산 동구 충장대로 281 (좌천동),부산벙커앤오일 청구주유소,1580.0,1445.0
동구,부산 동구 충장대로 305 (좌천동),CJ대한통운㈜ 부산주유소,1580.0,1445.0
동구,부산 동구 성남로 74 (범일동),(주)대양씨앤씨직영주유소,1583.0,1445.0
동구,부산 동구 중앙대로 414 (좌천동),구도일주유소 부산진,1585.0,1455.0
동구,부산 동구  중앙대로 302 (초량동),동방석유(주)초량주유소,1585.0,1455.0
동구,부산 동구 성남로 42 (좌천동),대양대박주유소,1603.0,1475.0
동구,부산광역시 동구  자성로 127 (범일2동),동방석유(주)형제주유소,1618.0,1498.0
동구,부산 동구 중앙대로 168 (초량동),㈜삼현석유 천일주유소,1998.0,1698.0
